"finding_id","lane","priority","status","finding_type","scope","source_inventory","source_row_key","related_ids","tracker_paths","evidence_sources","confidence","blocker_summary","next_action","notes"
"2026-06-13-q3668-objective-creature-reward-audit","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 3668 Indigenous Intelligence","content_retail_completeness_next_slice_blockers.csv","slice_id=quest-3668","Jabbithole objective 132->QuestObjective 4744;objectives 4745/4791;Creature2 11907/11910/11912/11917;blocked Creature2 14054/11913;pushed item 6912","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_quest_creatures.csv;Decomp/Analysis/coverage/content_retail_completeness_quest_world_dependencies.csv;Decomp/Analysis/coverage/content_retail_completeness_quest_rewards.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv","Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_quest_creatures.csv;Tools/DataMapping/output/creature_spawn_map.csv;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3668.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/NorthernWildsMapScript.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs","Mapped table/source alignment; Verified emulator unit-test coverage; Blocked retail smoke","Objective 132 is now reviewed to QuestObjective 4744, objectives 133/134 are reviewed against QuestObjective 4745/4791, and duplicate Creature2 11907/11910/11912/11917 provenance rows no longer inflate next-slice blockers. Creature2 14054 and 11913 have no safe world 426 placement and remain blocked. Q3668 still needs Lusk, survivor, Skeech, reward, achievement, prerequisite-chain, quest-direction, pushed-item, and end-to-end smoke.","Keep Q3668 not retail complete; gather client/manual smoke for dialog, objective credit timing, reward UI/persistence, achievements, prerequisite chain, pushed item 6912, and missing Creature2 14054/11913 placement evidence.","Tracker generator/tests updated 2026-06-13; no gameplay implementation was justified."
"2026-06-13-q3673-objective-evidence-bridge-audit","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 3673 Contact with Thayd","content_retail_completeness_quest_objective_evidence.csv","quest_id=3673;jabbithole_quest_objective_id=137","Jabbithole objectives 137/138/139/140;QuestObjective 4748/4888/4889/4890;TargetGroup 1106;Creature2 12521/13150/13151;WorldLocation2 8867/8868/8869;hidden objective 13391","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_quest_objectives.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Tools/DataMapping/output/quest_objective_map.csv;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Main/Quests/NorthernWilds/NorthernWildsMapScript.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3673ContactWithThayd.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsQuestChainTests.cs;Source/NexusForever.Game.Tests/Entity/InteractionObjectiveUpdaterTests.cs","Mapped objective bridge; Verified emulator unit-test coverage; Blocked retail smoke","Objective-evidence rows 137-140 are reviewed against build 16042 QuestObjective rows 4748 and 4888-4890 as tracker-only evidence, reducing Q3673 blocker details from 34 to 30 without changing completion status. Runtime/test evidence covers Signal Flare spawns, target-group checklist credit, SucceedCSI credit, and hidden objective gating, but retail completion remains blocked by Deadeye dialog, exact activate/CSI packets, phased visibility, map guidance, reward/achievement UI, Q3886 prerequisite flow, alternate receiver routing, and end-to-end smoke.","Keep Q3673 not retail complete; capture client/manual smoke for Deadeye, Signal Flares, cinematic timing, reward and achievement UI, prerequisite and alternate receiver routing, and full Q3886->Q3673->Q3670 flow.","Three read-only subagents audited the objective evidence, non-objective blockers, and patch risk; generator/tests updated 2026-06-13."
"2026-06-13-instance-3041-ultimate-protogames-downsizer-audit","Dungeon, expedition, and raid inventory","P1","open","instance_scaffold_split","dungeon-side Downsizer scaffold world 3041 Map\\UltimateProtogamesRaid","content_retail_completeness_next_slice_blockers.csv","slice_id=instance-3041","instance-3041 blocker ranks 1-23;public event 642;objective ids 3197/3266/3267/3268/3269","Decomp/Analysis/coverage/content_retail_completeness_instances.csv;Decomp/Analysis/coverage/content_retail_completeness_instance_dependencies.csv;Decomp/Analysis/coverage/content_retail_completeness_script_objective_producer_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv","Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Source/NexusForever.Script.Instance/Dungeon/UltimateProtogames/Downsizer/UltimateProtogamesEventScript.cs;Source/NexusForever.Script.Instance/Dungeon/UltimateProtogames/Downsizer/UltimateProtogamesMapScript.cs;Source/NexusForever.Game.Tests/Instances/UltimateProtogamesDownsizerEventScriptTests.cs;Source/NexusForever.Game.Tests/Instances/InstanceMapBindingTests.cs","Verified source-test scaffold; Blocked retail Downsizer semantics","Map binding, OnLoad objective activation, Downsizer finish, and challenge-success no-finish are source/test covered, but challenge semantics, boss mechanics, phase order, rewards, loot, achievements, portal/queue/difficulty flow, negative cases, and manual dungeon smoke remain blocked.","Record scaffold coverage separately from retail blockers; capture targeted dungeon-side smoke and mechanic evidence before implementation claims.","Focused C# verification was run by lead and passed 22/22."
"2026-06-13-instance-1333-datascape-audit","Dungeon, expedition, and raid inventory","P1","open","instance_scaffold_split","raid world 1333 Datascape public event 157","content_retail_completeness_next_slice_blockers.csv","slice_id=instance-1333","484 blockers;public event 157;portal 144;objective producer ids 385..396/648..650/1876..1890/1924..1932/2048/2049/2520/2526;entity ids 1100300059..1100300075","Decomp/Analysis/coverage/content_retail_completeness_instances.csv;Decomp/Analysis/coverage/content_retail_completeness_instance_dependencies.csv;Decomp/Analysis/coverage/content_retail_completeness_script_objective_producer_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_instance_entities.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv","Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Source/NexusForever.Script.Instance/Raid/Datascape/DatascapeEventScript.cs;Source/NexusForever.Script.Instance/Raid/Datascape/Script/DatascapeObjectiveCreditEntityScripts.cs;Source/NexusForever.Script.Instance/Raid/Datascape/Script/OptimizedMemoryProbeTX67EntityScript.cs;Source/NexusForever.Game.Tests/Instances/DatascapeEventScriptTests.cs;Source/NexusForever.Game.Tests/Instances/PublicEventObjectiveCreditEntityScriptTests.cs;Tools/DataMapping/sql/laughingws_instance_entity_wip_seed.sql","Mapped source/test scaffold; Blocked retail raid mechanics","Datascape scripts and tests cover WIP scaffold behavior including phase activation, communicator sends, Avatus cinematic placeholder, datacore aggregation, objective-credit scripts, and final Finish. Retail remains blocked on phase order, Hydroflux/Mnemesis mechanics, Avatus payload/spawn, encounter choreography, doors/triggers, wing order, resource/checklist semantics, rewards, loot, achievements, portal/queue flow, entity lifecycle, combat scaling, and client smoke.","Split one Datascape wing or objective chain for the next pass; gather manual client smoke plus focused tests for timing, credit, negative/replay behavior, rewards, loot, and UI.","Read-only audit made no implementation claim and no edits."
"2026-06-13-subagent-findings-inventory-design","Build, test, and static validation","P0","open","generator_validator_design","content-retail subagent findings inventory contract","Tools/WikiArchiveAudit/content_retail_completeness_audit.py","subagent-findings-inventory","Tools/WikiArchiveAudit/reports/content-retail-subagent-findings.csv;EXPECTED_CSV_NAMES;Parallel Subagent Lane Snapshot;Top Gap Rollup","Tools/WikiArchiveAudit/reports/content-retail-subagent-findings.csv;Decomp/Analysis/CONTENT_RETAIL_COMPLETENESS_TRACKER.md;Tools/WikiArchiveAudit/content_retail_completeness_audit.py;Tools/WikiArchiveAudit/validate_content_retail_completeness_outputs.py;Tools/WikiArchiveAudit/test_content_retail_completeness_audit.py;Tools/WikiArchiveAudit/test_content_retail_completeness_validator.py","Tools/WikiArchiveAudit/README.md;Tools/WikiArchiveAudit/reports/README.md;Tools/WikiArchiveAudit/content_retail_completeness_audit.py;Tools/WikiArchiveAudit/validate_content_retail_completeness_outputs.py;Tools/WikiArchiveAudit/test_content_retail_completeness_audit.py;Tools/WikiArchiveAudit/test_content_retail_completeness_validator.py","High on tracked reports CSV design; Medium on schema until workflow matures","Generator/validator review recommended a repo-tracked findings CSV under Tools/WikiArchiveAudit/reports rather than a generated content_retail_completeness_*.csv under Decomp/Analysis/coverage, preserving the closed generated inventory invariant.","Have the generator read and render this report CSV, validate it separately, and keep it out of EXPECTED_CSV_NAMES and generated row counts.","This row records the generator-design subagent output and its chosen constraint."
"2026-06-13-q3886-objective-evidence-bridge-audit","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 3886 Fiery Distraction","content_retail_completeness_quest_objective_evidence.csv","quest_id=3886;jabbithole_quest_objective_id=429","Jabbithole objectives 429/430;QuestObjective 5053/5052;Creature2 13630/13623;TargetGroup 1460;WorldLocation2 7770;Durek 11066;Q3886->Q3673","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_quest_objectives.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Tools/DataMapping/output/quest_objective_map.csv;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Main/Quests/NorthernWilds/NorthernWildsMapScript.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3886FieryDistraction.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsQuestChainTests.cs;Source/NexusForever.Game.Tests/Entity/InteractionObjectiveUpdaterTests.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs","Mapped objective bridge; Verified emulator unit-test coverage; Blocked retail smoke","Objective-evidence rows 429/430 are reviewed against build 16042 QuestObjective rows 5053 and 5052 as tracker-only evidence, reducing Q3886 blocker details from 25 to 23 without changing completion status. Runtime/test evidence covers Burning Torch CSI spawn and credit, Skeech Hut target-group checklist credit, reward and achievement hooks, and Q3886->Q3673 follow-up, but retail completion remains blocked by Durek dialog, exact activate/CSI packets, visual burn/despawn/respawn behavior, reward/achievement UI, and end-to-end smoke.","Keep Q3886 not retail complete; capture client/manual smoke for Durek, Burning Torch, Skeech Hut interaction, visual state/respawn, reward and achievement UI, and full Q3886->Q3673 flow.","Three read-only subagents audited objective evidence, non-objective blockers, and patch risk; generator/tests updated 2026-06-13."
"2026-06-13-q3963-objective-evidence-bridge-audit","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 3963 More Important Than Revenge","content_retail_completeness_quest_objective_evidence.csv","quest_id=3963;jabbithole_quest_objective_id=389","Jabbithole objective 389;QuestObjective 5201;TargetGroup 7573;Creature2 27196;WorldLocation2 45401/45402;source_coordinate_id 5168/40678;Q3487->Q3963;Deadeye 16622/11063/12959/23645","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_quest_objectives.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Tools/DataMapping/review/creature_bridge_overrides.csv;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Main/Quests/NorthernWilds/NorthernWildsMapScript.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3487Shellshock.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3963MoreImportantThanRevenge.cs;Source/NexusForever.Script.Main/Transport/WorldLocationTeleporterEntityScript.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Entity/InteractionObjectiveUpdater.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsQuestChainTests.cs;Source/NexusForever.Game.Tests/Transport/WorldLocationTeleporterEntityScriptTests.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs","Mapped objective bridge; Verified emulator unit-test coverage; Blocked retail smoke","Objective-evidence row 389 is reviewed against build 16042 QuestObjective 5201 as tracker-only evidence, reducing Q3963 blocker details from 22 to 21 without changing completion status. Runtime/test evidence covers Ship Controls fallback spawns, ActivateEntity target-group credit, teleporter exclusion for reused Creature2 27196, Q3487->Q3963 handoff, rewards, achievements, and Deadeye receiver cache. Retail completion remains blocked by Ship Controls client activation timing, Deadeye dialog, reward/achievement UI, starter identity reconciliation, negative cases, and end-to-end smoke.","Keep Q3963 not retail complete; capture client/manual smoke for Ship Controls activation, Q3487->Q3963 handoff, Deadeye receiver dialog, rewards, achievements, duplicate/negative cases, and reconcile Deadeye starter identity 11063/12959/23645.","Three read-only subagents audited objective evidence, non-objective blockers, and patch risk; generator/tests updated 2026-06-13."
"2026-06-13-q3479-objective-evidence-bridge-audit","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 3479 From the Wreckage","content_retail_completeness_quest_objective_evidence.csv","quest_id=3479;jabbithole_quest_objective_id=419","Jabbithole objective 419;QuestObjective 4564;TargetGroup 7288;TargetGroup 1463;Creature2 11945/11948;WorldLocation2 12155/12156/12157/12158;source_coordinate_id 7915699/7915700/7956687/8401261/8110657/8158349/8204800/8251657;Deadeye 11063;Q3479->Q3667","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_quest_objectives.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Tools/DataMapping/creature_bridge_overrides.csv;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Main/Quests/NorthernWilds/NorthernWildsMapScript.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3479FromTheWreckage.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Entity/InteractionObjectiveUpdater.cs;Source/NexusForever.Game/Quest/Quest.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/Entity/UnitEntity.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsQuestChainTests.cs;Source/NexusForever.Game.Tests/Quest/AssetManagerTargetGroupTests.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs","Mapped objective bridge; Verified emulator unit-test coverage; Blocked retail smoke","Objective-evidence row 419 is reviewed against build 16042 QuestObjective 4564 as tracker-only evidence, reducing Q3479 blocker details from 45 to 44 without changing completion status. Runtime/test evidence covers shared yeti fallback spawns, KillTargetGroup expansion through TargetGroup 7288 and TargetGroup 1463, target members Creature2 11945/11948, reward and achievement hooks, and Q3479->Q3667 chain coverage. Retail completion remains blocked by live/client combat kill smoke, respawn/tap/threat behavior, loot cadence, Deadeye dialog, alternate receiver/prerequisite routing, reward/achievement UI, and end-to-end smoke.","Keep Q3479 not retail complete; capture client/manual smoke for survivor CSI, shared-yeti combat, Deadeye receiver dialog, reward and achievement UI, alternate receiver/prerequisite behavior, duplicate/negative cases, and full Q3479->Q3667 flow.","Three read-only subagents audited objective evidence, non-objective blockers, and patch/count risk; generator/tests updated 2026-06-13."
"2026-06-13-q3480-objective-evidence-bridge-audit","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 3480 Reporting for Duty","content_retail_completeness_quest_objective_evidence.csv","quest_id=3480;jabbithole_quest_objective_id=2337","Jabbithole objective 2337;QuestObjective 4565;TargetGroup 1463;Creature2 11945/11948;WorldLocation2 12155/12156/12157/12158;source_coordinate_id 7915699/7915700/7956687/8401261/8110657/8158349/8204800/8251657;Deadeye 11063;Q3479 exclusion;starter 11061/23645","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_quest_objectives.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;Tools/DataMapping/creature_bridge_overrides.csv;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Main/Quests/NorthernWilds/NorthernWildsMapScript.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3480.cs;Source/NexusForever.WorldServer/Network/Message/Handler/Entity/InteractionObjectiveUpdater.cs;Source/NexusForever.Game/Quest/Quest.cs;Source/NexusForever.Game/Quest/QuestObjective.cs;Source/NexusForever.Game/Entity/UnitEntity.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsQuestChainTests.cs;Source/NexusForever.Game.Tests/Quest/AssetManagerTargetGroupTests.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs","Mapped objective bridge; Verified emulator unit-test coverage; Blocked retail smoke","Objective-evidence row 2337 is reviewed against build 16042 QuestObjective 4565 as tracker-only evidence, reducing Q3480 blocker details from 33 to 32 without changing completion status. Runtime/test evidence covers shared yeti fallback spawns, KillTargetGroup TargetGroup 1463, target members Creature2 11945/11948, reward and achievement hooks, and Q3479/Q3480 shared-yeti coverage. Retail completion remains blocked by survivor CSI, live/client combat kill smoke, respawn/tap/threat behavior, loot cadence, Deadeye dialog, alternate receiver/prerequisite routing, reward/achievement UI, starter bridge review, and end-to-end smoke.","Keep Q3480 not retail complete; capture client/manual smoke for survivor CSI, shared-yeti combat, Deadeye receiver dialog, reward and achievement UI, alternate receiver/prerequisite behavior, starter bridge routing, duplicate/negative cases, and full Q3480 flow.","Three read-only subagents audited objective evidence, non-objective blockers, and patch/count risk; generator/tests updated 2026-06-13."
"2026-06-13-q3486-loftite-objective-evidence-bridge-audit","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 3486 Empowered Tower","content_retail_completeness_quest_objective_evidence.csv","quest_id=3486;jabbithole_quest_objective_id=437","Jabbithole objective 437;QuestObjective 4485;virtual item 206;TargetGroup 4985;Creature2 11925/11924;WorldLocation2 7807;Loftite Crystal 11205;source_coordinate_id 7798992;reward source 5319;Master Control Panel 11194;Q3667->Q3486;Q3486->Q3797","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_quest_objectives.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Main/Quests/NorthernWilds/NorthernWildsMapScript.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3486EmpoweredTower.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsBranchInteractionTests.cs;Source/NexusForever.Game.Tests/Quests/NorthernWildsQuestChainTests.cs","Mapped objective bridge; Verified emulator unit-test coverage; Blocked retail smoke","Objective-evidence row 437 is reviewed against build 16042 QuestObjective 4485 as tracker-only evidence, reducing Q3486 blocker details from 40 to 39 without changing completion status. Runtime/test evidence covers Loftite Crystal 11205 virtual item 206 collection, Crystal Guardian 11925 kill credit, objective indicator 7807, TargetGroup 4985 linkage, shared Master Control Panel routing, and Q3486 follow-up hooks. Retail completion remains blocked by client crystal pickup/kill smoke, exact despawn/respawn/collection timing, TargetGroup member 11924 review, reward source 5319 collision, reward/achievement UI, prerequisite/follow-up chain smoke, and end-to-end Q3486 smoke.","Keep Q3486 not retail complete; capture client/manual smoke for Loftite crystal collection, Crystal Guardian combat, Master Control Panel dialogs, reward/achievement UI, reward source 5319 provenance, TargetGroup member 11924 behavior, duplicate/negative cases, and full Q3667->Q3486->Q3797 flow.","Three read-only subagents audited objective evidence, non-objective blockers, and patch/count risk; generator/tests updated 2026-06-13."
"2026-06-13-q3777-loftite-objective-evidence-bridge-audit","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 3777 By Leaps and Bounds","content_retail_completeness_quest_objective_evidence.csv","quest_id=3777;jabbithole_quest_objective_id=411;412","Jabbithole objectives 411/412;QuestObjective 5076/4859;Item2 6998;TargetGroup 7534;Creature2 13120/6987;WorldLocation2 9578;Denner Hazefall 15759;source_coordinate_id 4220179/8274745/5660859/5660860/1857375/7309210/8274743/5660857","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_quest_objectives.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/creature_quest_map.csv;Tools/DataMapping/output/creature_spawn_map.csv;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;wildstar_client_mysql/Item2.tbl.sql;Source/NexusForever.Script.Main/Quests/Galeras/GalerasMapScript.cs;Source/NexusForever.Script.Main/Quests/NorthernWilds/Q3777ByLeapsAndBounds.cs;Source/NexusForever.Game.Tests/Quests/GalerasMapScriptTests.cs;Source/NexusForever.Game.Tests/Quests/GalerasQuestScriptTests.cs;Source/NexusForever.Game.Tests/Quest/QuestTests.cs","Mapped objective bridge; Verified emulator unit-test coverage; Blocked retail smoke","Objective-evidence rows 411 and 412 are reviewed against build 16042 QuestObjective 5076 and 4859 as tracker-only evidence, reducing Q3777 blocker details from 30 to 28 without changing completion status. Runtime/test evidence covers Denner Hazefall 15759 fallback, eight Loftite Crystal 13120 fallbacks, legacy DataMapping bridge creature 6987, first-fragment objective 5076 credit, CollectItem 6998 count progress, selectable item rewards, default faction reputation, and achievement hooks. Retail completion remains blocked by client-visible Denner dialog/activation smoke, exact crystal jump-through/collision and respawn/despawn timing, reward-choice and reputation UI, inventory/reputation persistence, achievement UI/progression, zone/creature blockers, and end-to-end Q3777 smoke.","Keep Q3777 not retail complete; capture client/manual smoke for Denner dialogs, Loftite crystal collection and respawn/despawn timing, reward/reputation/achievement UI, duplicate/negative cases, remaining zone/creature bridges, and full Q3777 flow.","Three read-only subagents audited objective evidence, non-objective blockers, and patch/count risk; generator/tests updated 2026-06-13."
"2026-06-13-q5596-objective-evidence-bridge-audit","Quest inventory/objective coverage","P0","open","tracker_refinement","quest 5596 Ordnance Recovery","content_retail_completeness_quest_objective_evidence.csv","quest_id=5596;jabbithole_quest_objective_id=1453;1454","Jabbithole objectives 1453/1454;QuestObjective 8255/8468;TargetGroup 2619;Creature2 24703;WorldLocation2 17853/17852;Mondo Zax 24187;Q5573/Q5575->Q5596;Q5596->Q5597","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Decomp/Analysis/coverage/content_retail_completeness_quest_objectives.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_blockers.csv;Decomp/Analysis/coverage/content_retail_completeness_next_slice_queue.csv","Decomp/Analysis/coverage/content_retail_completeness_quest_objective_evidence.csv;Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/output/quest_objective_client_map.csv;Tools/DataMapping/output/creature_quest_map.csv;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;wildstar_client_mysql/TargetGroup.tbl.sql;wildstar_client_mysql/Creature2.tbl.sql;wildstar_client_mysql/WorldLocation2.tbl.sql;Source/NexusForever.Script.Main/Quests/CrimsonIsle/CrimsonIsleMapScript.cs;Source/NexusForever.Script.Main/Quests/CrimsonIsle/Q5596.cs;Source/NexusForever.Game.Tests/Quests/EarlyZoneEntityObjectiveCreditTests.cs;Source/NexusForever.Game.Tests/Entity/VolumeGridTriggerEntityTests.cs","Mapped objective bridge; Verified emulator unit-test coverage; Blocked retail smoke","Objective-evidence rows 1453 and 1454 are reviewed against build 16042 QuestObjective rows 8255 and 8468 as tracker-only evidence, reducing Q5596 blocker details from 26 to 24 without changing completion status. Runtime/test evidence covers accepted Q5596 EnterArea credit for objective 8255, while client-table evidence maps objective 8468 to ActivateTargetGroupChecklist TargetGroup 2619 / Creature2 24703. Retail completion remains blocked by client-visible trigger/map-guidance smoke, Mondo Zax dialog, Dead Dominion Demolitions Expert spawn/interaction smoke, checklist credit timing, reward/achievement UI, prerequisites/chain behavior, zone/creature blockers, and end-to-end Q5596 smoke.","Keep Q5596 not retail complete; capture client/manual smoke for Crash Site Alpha entry, dead Dominion Demolitions Expert interactions, Mondo Zax dialogs, rewards, achievements, prerequisite branch routing, duplicate/negative cases, and full Q5573/Q5575->Q5596->Q5597 flow.","Read-only subagents audited objective evidence and count/predicate risk; generator/tests updated 2026-06-13."
