quest_id,quest_name,quest_bucket,quest_completion_status,dependency_type,dependency_slot,dependency_id,dependency_name,dependency_value,dependency_flags,object_id,comparison_id,prerequisite_type_id,localized_failure_text,support_status,evidence_status,completion_status,evidence_sources,manual_validation,blocker_summary
1822,,generic_table_driven,not_retail_complete,level,,,,1,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1822 requires character level 1. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
1823,,generic_table_driven,not_retail_complete,level,,,,1,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1823 requires character level 1. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
1856,,generic_table_driven,not_retail_complete,level,,,,1,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1856 requires character level 1. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
1857,,generic_table_driven,not_retail_complete,level,,,,1,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1857 requires character level 1. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
1859,,generic_table_driven,not_retail_complete,level,,,,1,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1859 requires character level 1. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
1860,,generic_table_driven,not_retail_complete,level,,,,1,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1860 requires character level 1. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
1862,,generic_table_driven,not_retail_complete,level,,,,1,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1862 requires character level 1. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
1863,,no_objectives,not_retail_complete,level,,,,1,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1863 requires character level 1. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
1864,,no_objectives,not_retail_complete,preq_flags,,,,,24,,,,,mapped_client_flag_dependency_pending_semantic_smoke,client_quest2_preq_flags_pending_semantic_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1864 carries Quest2 preq_flags 24. Retail completion needs the flag semantics, visibility behavior, accept denial, and client smoke verified for this row."
1864,,no_objectives,not_retail_complete,item,,3998,,,,3998,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_preq_item_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1864 has item prerequisite objectId 3998. Retail completion needs row-specific visibility, accept denial, inventory/character-state validation where applicable, and chain smoke."
1865,,no_objectives,not_retail_complete,level,,,,10,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1865 requires character level 10. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
1866,,no_objectives,not_retail_complete,level,,,,1,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1866 requires character level 1. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
1866,,no_objectives,not_retail_complete,faction_level,0,438,,levelPreq=6;levelCompPreq=0,,438,,,,mapped_quest_accept_validation_pending_reputation_smoke,client_quest2_faction_level_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1866 requires faction slot 0 objectId 438 with levelPreq=6;levelCompPreq=0. Retail completion needs reputation boundary semantics, comparison behavior, accept denial, and client smoke."
1867,,no_objectives,not_retail_complete,level,,,,1,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1867 requires character level 1. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
1867,,no_objectives,not_retail_complete,class,,7,,,,7,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_preq_class_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1867 has class prerequisite objectId 7. Retail completion needs row-specific visibility, accept denial, inventory/character-state validation where applicable, and chain smoke."
1868,,no_objectives,not_retail_complete,level,,,,1,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1868 requires character level 1. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
1868,,no_objectives,not_retail_complete,excluded_quest,0,1869,,,,1869,,,,mapped_quest_exclusion_validation_pending_chain_smoke,client_quest2_excluded_quest_pending_chain_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1868 excludes quest slot 0 -> Quest2 1869. Retail completion needs row-specific visibility, exclusion-state gating, denial behavior, and chain smoke."
1869,,no_objectives,not_retail_complete,level,,,,1,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1869 requires character level 1. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
1869,,no_objectives,not_retail_complete,excluded_quest,0,1868,,,,1868,,,,mapped_quest_exclusion_validation_pending_chain_smoke,client_quest2_excluded_quest_pending_chain_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1869 excludes quest slot 0 -> Quest2 1868. Retail completion needs row-specific visibility, exclusion-state gating, denial behavior, and chain smoke."
1870,,no_objectives,not_retail_complete,required_quest,0,1858,,,,1858,,,,mapped_quest_chain_validation_pending_chain_smoke,client_quest2_required_quest_pending_chain_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1870 requires prerequisite quest slot 0 -> Quest2 1858. Retail completion needs source and target quest visibility/progression, completion-state gating, denial behavior, and chain smoke together."
1872,,no_objectives,not_retail_complete,level,,,,1,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1872 requires character level 1. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
1873,,generic_table_driven,not_retail_complete,level,,,,1,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 1873 requires character level 1. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
2018,,generic_table_driven,not_retail_complete,level,,,,5,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2018 requires character level 5. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
2020,,generic_table_driven,not_retail_complete,level,,,,5,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2020 requires character level 5. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
2020,,generic_table_driven,not_retail_complete,preq_flags,,,,,1,,,,,mapped_client_flag_dependency_pending_semantic_smoke,client_quest2_preq_flags_pending_semantic_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2020 carries Quest2 preq_flags 1. Retail completion needs the flag semantics, visibility behavior, accept denial, and client smoke verified for this row."
2025,,generic_table_driven,not_retail_complete,level,,,,5,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2025 requires character level 5. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
2026,,no_objectives,not_retail_complete,level,,,,5,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2026 requires character level 5. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
2042,,generic_table_driven,not_retail_complete,level,,,,20,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2042 requires character level 20. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
2042,,generic_table_driven,not_retail_complete,item,,4084,,,,4084,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_preq_item_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2042 has item prerequisite objectId 4084. Retail completion needs row-specific visibility, accept denial, inventory/character-state validation where applicable, and chain smoke."
2043,,generic_table_driven,not_retail_complete,level,,,,20,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2043 requires character level 20. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
2043,,generic_table_driven,not_retail_complete,item,,4084,,,,4084,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_preq_item_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2043 has item prerequisite objectId 4084. Retail completion needs row-specific visibility, accept denial, inventory/character-state validation where applicable, and chain smoke."
2044,,generic_table_driven,not_retail_complete,level,,,,20,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2044 requires character level 20. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
2044,,generic_table_driven,not_retail_complete,item,,4084,,,,4084,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_preq_item_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2044 has item prerequisite objectId 4084. Retail completion needs row-specific visibility, accept denial, inventory/character-state validation where applicable, and chain smoke."
2045,Refine Yellow Ore to Duralumin Alloy (Minigame Analogue),generic_table_driven,not_retail_complete,level,,,,20,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2045 requires character level 20. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
2045,Refine Yellow Ore to Duralumin Alloy (Minigame Analogue),generic_table_driven,not_retail_complete,item,,4473,,,,4473,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_preq_item_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2045 has item prerequisite objectId 4473. Retail completion needs row-specific visibility, accept denial, inventory/character-state validation where applicable, and chain smoke."
2046,,generic_table_driven,not_retail_complete,level,,,,20,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2046 requires character level 20. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
2046,,generic_table_driven,not_retail_complete,item,,4473,,,,4473,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_preq_item_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2046 has item prerequisite objectId 4473. Retail completion needs row-specific visibility, accept denial, inventory/character-state validation where applicable, and chain smoke."
2047,,generic_table_driven,not_retail_complete,level,,,,20,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2047 requires character level 20. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
2047,,generic_table_driven,not_retail_complete,item,,4473,,,,4473,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_preq_item_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2047 has item prerequisite objectId 4473. Retail completion needs row-specific visibility, accept denial, inventory/character-state validation where applicable, and chain smoke."
2050,,generic_table_driven,not_retail_complete,level,,,,20,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2050 requires character level 20. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
2051,,generic_table_driven,not_retail_complete,level,,,,20,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2051 requires character level 20. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
2052,,generic_table_driven,not_retail_complete,level,,,,20,,,,,,mapped_quest_accept_validation_pending_row_smoke,client_quest2_level_gate_pending_accept_smoke,not_retail_complete,wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Prerequisite.tbl.sql;Source/NexusForever.Game/Entity/QuestManager.cs;Source/NexusForever.Game/Prerequisite/PrerequisiteManager.cs,pending_or_not_applicable,"Quest2 2052 requires character level 20. Retail completion needs quest visibility, accept-denial text, progression-chain behavior, and client smoke for this exact level gate."
