quest_id,quest_title,quest_bucket,quest_completion_status,quest_link_status,reward_kind,source_map,source_reward_id,jabbithole_quest_id,jabbithole_quest_name,client_quest_name,jabbithole_reward_object_id,client_reward_object_id,jabbithole_reward_name,client_reward_name,game_reward_id,canonical_reward_ids,canonical_reward_match_status,amount,fixed_reward,last_seen_in,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,591,950,Cornered Prey,Cornered Prey,1,1,Cash,,,,,514,true,4,datamapping_jabbithole_cash_reward_inline_pending_amount_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 591 maps Quest2 3160 currency reward from Jabbithole currency 1 (Cash) to CurrencyType 1 amount 514 fixed_reward=true as an inline credits reward. Retail completion needs cash amount/formula reconciliation, runtime credit grant and persistence, reward UI presentation, and client quest smoke."
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,item,quest_reward_item_map.csv,7726,950,Cornered Prey,Cornered Prey,8979,40351,Bloodshaman Leggings,Bloodshaman Leggings,6751,,canonical_tuple_unmatched,1,false,7,datamapping_jabbithole_item_reward_matched_pending_choice_smoke,Tools/DataMapping/output/quest_reward_item_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Item2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_item_map.csv source_reward_id 7726 maps Quest2 3160 item reward from Jabbithole item 8979 (Bloodshaman Leggings) to Item2 40351 (Bloodshaman Leggings) via Quest2Reward 6751 amount 1 fixed_reward=false. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,item,quest_reward_item_map.csv,7727,950,Cornered Prey,Cornered Prey,7485,40355,Shoulder Blades,Shoulder Blades,6752,,canonical_tuple_unmatched,1,false,7,datamapping_jabbithole_item_reward_matched_pending_choice_smoke,Tools/DataMapping/output/quest_reward_item_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Item2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_item_map.csv source_reward_id 7727 maps Quest2 3160 item reward from Jabbithole item 7485 (Shoulder Blades) to Item2 40355 (Shoulder Blades) via Quest2Reward 6752 amount 1 fixed_reward=false. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,item,quest_reward_item_map.csv,7728,950,Cornered Prey,Cornered Prey,29228,40356,Electric Ribcage,Electric Ribcage,6753,,canonical_tuple_unmatched,1,false,7,datamapping_jabbithole_item_reward_matched_pending_choice_smoke,Tools/DataMapping/output/quest_reward_item_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Item2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_item_map.csv source_reward_id 7728 maps Quest2 3160 item reward from Jabbithole item 29228 (Electric Ribcage) to Item2 40356 (Electric Ribcage) via Quest2Reward 6753 amount 1 fixed_reward=false. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,item,quest_reward_item_map.csv,7729,950,Cornered Prey,Cornered Prey,27494,40357,Glowing Skull,Glowing Skull,6754,,canonical_tuple_unmatched,1,false,7,datamapping_jabbithole_item_reward_matched_pending_choice_smoke,Tools/DataMapping/output/quest_reward_item_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Item2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_item_map.csv source_reward_id 7729 maps Quest2 3160 item reward from Jabbithole item 27494 (Glowing Skull) to Item2 40357 (Glowing Skull) via Quest2Reward 6754 amount 1 fixed_reward=false. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,item,quest_reward_item_map.csv,7730,950,Cornered Prey,Cornered Prey,29239,40345,Predatory Greaves,Predatory Greaves,6745,,canonical_tuple_unmatched,1,false,7,datamapping_jabbithole_item_reward_matched_pending_choice_smoke,Tools/DataMapping/output/quest_reward_item_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Item2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_item_map.csv source_reward_id 7730 maps Quest2 3160 item reward from Jabbithole item 29239 (Predatory Greaves) to Item2 40345 (Predatory Greaves) via Quest2Reward 6745 amount 1 fixed_reward=false. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,item,quest_reward_item_map.csv,7731,950,Cornered Prey,Cornered Prey,12092,40346,Bloodspattered Greaves,Bloodspattered Greaves,6746,,canonical_tuple_unmatched,1,false,7,datamapping_jabbithole_item_reward_matched_pending_choice_smoke,Tools/DataMapping/output/quest_reward_item_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Item2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_item_map.csv source_reward_id 7731 maps Quest2 3160 item reward from Jabbithole item 12092 (Bloodspattered Greaves) to Item2 40346 (Bloodspattered Greaves) via Quest2Reward 6746 amount 1 fixed_reward=false. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,item,quest_reward_item_map.csv,7732,950,Cornered Prey,Cornered Prey,14234,40347,Predatory Leathers,Predatory Leathers,6747,,canonical_tuple_unmatched,1,false,7,datamapping_jabbithole_item_reward_matched_pending_choice_smoke,Tools/DataMapping/output/quest_reward_item_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Item2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_item_map.csv source_reward_id 7732 maps Quest2 3160 item reward from Jabbithole item 14234 (Predatory Leathers) to Item2 40347 (Predatory Leathers) via Quest2Reward 6747 amount 1 fixed_reward=false. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,item,quest_reward_item_map.csv,7733,950,Cornered Prey,Cornered Prey,8106,40348,Bloodsplattered Leathers,Bloodsplattered Leathers,6748,,canonical_tuple_unmatched,1,false,7,datamapping_jabbithole_item_reward_matched_pending_choice_smoke,Tools/DataMapping/output/quest_reward_item_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Item2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_item_map.csv source_reward_id 7733 maps Quest2 3160 item reward from Jabbithole item 8106 (Bloodsplattered Leathers) to Item2 40348 (Bloodsplattered Leathers) via Quest2Reward 6748 amount 1 fixed_reward=false. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,item,quest_reward_item_map.csv,7734,950,Cornered Prey,Cornered Prey,6718,40349,Bloodshaman Leathers,Bloodshaman Leathers,6749,,canonical_tuple_unmatched,1,false,7,datamapping_jabbithole_item_reward_matched_pending_choice_smoke,Tools/DataMapping/output/quest_reward_item_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Item2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_item_map.csv source_reward_id 7734 maps Quest2 3160 item reward from Jabbithole item 6718 (Bloodshaman Leathers) to Item2 40349 (Bloodshaman Leathers) via Quest2Reward 6749 amount 1 fixed_reward=false. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,item,quest_reward_item_map.csv,7735,950,Cornered Prey,Cornered Prey,6690,40350,Predatory Leggings,Predatory Leggings,6750,,canonical_tuple_unmatched,1,false,7,datamapping_jabbithole_item_reward_matched_pending_choice_smoke,Tools/DataMapping/output/quest_reward_item_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Item2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_item_map.csv source_reward_id 7735 maps Quest2 3160 item reward from Jabbithole item 6690 (Predatory Leggings) to Item2 40350 (Predatory Leggings) via Quest2Reward 6750 amount 1 fixed_reward=false. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,reputation,quest_reward_reputation_map.csv,265,950,Cornered Prey,Cornered Prey,8,609,The Deradune Watch,The Deradune Watch,,,,564,true,4,datamapping_jabbithole_reputation_reward_matched_pending_amount_smoke,Tools/DataMapping/output/quest_reward_reputation_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Faction2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_reputation_map.csv source_reward_id 265 maps Quest2 3160 reputation reward from Jabbithole reputation 8 (The Deradune Watch) to Faction2 609 (The Deradune Watch) amount 564 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3162,Communications Blackout,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,593,952,Communications Blackout,Communications Blackout,1,1,Cash,,,,,553,true,7,datamapping_jabbithole_cash_reward_inline_pending_amount_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 593 maps Quest2 3162 currency reward from Jabbithole currency 1 (Cash) to CurrencyType 1 amount 553 fixed_reward=true as an inline credits reward. Retail completion needs cash amount/formula reconciliation, runtime credit grant and persistence, reward UI presentation, and client quest smoke."
3162,Communications Blackout,generic_table_driven,not_retail_complete,current_quest,reputation,quest_reward_reputation_map.csv,267,952,Communications Blackout,Communications Blackout,8,609,The Deradune Watch,The Deradune Watch,,,,376,true,7,datamapping_jabbithole_reputation_reward_matched_pending_amount_smoke,Tools/DataMapping/output/quest_reward_reputation_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Faction2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_reputation_map.csv source_reward_id 267 maps Quest2 3162 reputation reward from Jabbithole reputation 8 (The Deradune Watch) to Faction2 609 (The Deradune Watch) amount 376 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3163,A Captive Audience,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,594,953,A Captive Audience,A Captive Audience,1,1,Cash,,,,,55,true,7,datamapping_jabbithole_cash_reward_inline_pending_amount_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 594 maps Quest2 3163 currency reward from Jabbithole currency 1 (Cash) to CurrencyType 1 amount 55 fixed_reward=true as an inline credits reward. Retail completion needs cash amount/formula reconciliation, runtime credit grant and persistence, reward UI presentation, and client quest smoke."
3163,A Captive Audience,generic_table_driven,not_retail_complete,current_quest,reputation,quest_reward_reputation_map.csv,268,953,A Captive Audience,A Captive Audience,8,609,The Deradune Watch,The Deradune Watch,,,,94,true,7,datamapping_jabbithole_reputation_reward_matched_pending_amount_smoke,Tools/DataMapping/output/quest_reward_reputation_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Faction2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_reputation_map.csv source_reward_id 268 maps Quest2 3163 reputation reward from Jabbithole reputation 8 (The Deradune Watch) to Faction2 609 (The Deradune Watch) amount 94 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3165,Bloodrush,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,595,954,Bloodrush,Bloodrush,1,1,Cash,,,,,318,true,7,datamapping_jabbithole_cash_reward_inline_pending_amount_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 595 maps Quest2 3165 currency reward from Jabbithole currency 1 (Cash) to CurrencyType 1 amount 318 fixed_reward=true as an inline credits reward. Retail completion needs cash amount/formula reconciliation, runtime credit grant and persistence, reward UI presentation, and client quest smoke."
3165,Bloodrush,generic_table_driven,not_retail_complete,current_quest,item,quest_reward_item_map.csv,5951,954,Bloodrush,Bloodrush,6066,17968,Skull-Microlacing Implant,Skull-Microlacing Implant,3594,3594,canonical_reward_id_matched,1,false,7,datamapping_jabbithole_item_reward_matched_pending_choice_smoke,Tools/DataMapping/output/quest_reward_item_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Item2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_item_map.csv source_reward_id 5951 maps Quest2 3165 item reward from Jabbithole item 6066 (Skull-Microlacing Implant) to Item2 17968 (Skull-Microlacing Implant) via Quest2Reward 3594 amount 1 fixed_reward=false. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3165,Bloodrush,generic_table_driven,not_retail_complete,current_quest,item,quest_reward_item_map.csv,5952,954,Bloodrush,Bloodrush,9244,27933,Bloodfire Inducer,Bloodfire Inducer,3599,3599,canonical_reward_id_matched,1,false,7,datamapping_jabbithole_item_reward_matched_pending_choice_smoke,Tools/DataMapping/output/quest_reward_item_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Item2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_item_map.csv source_reward_id 5952 maps Quest2 3165 item reward from Jabbithole item 9244 (Bloodfire Inducer) to Item2 27933 (Bloodfire Inducer) via Quest2Reward 3599 amount 1 fixed_reward=false. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3165,Bloodrush,generic_table_driven,not_retail_complete,current_quest,item,quest_reward_item_map.csv,5953,954,Bloodrush,Bloodrush,10942,27932,Neural Transmitter of the Great Hunt,Neural Transmitter of the Great Hunt,3597,3597,canonical_reward_id_matched,1,false,7,datamapping_jabbithole_item_reward_matched_pending_choice_smoke,Tools/DataMapping/output/quest_reward_item_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Item2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_item_map.csv source_reward_id 5953 maps Quest2 3165 item reward from Jabbithole item 10942 (Neural Transmitter of the Great Hunt) to Item2 27932 (Neural Transmitter of the Great Hunt) via Quest2Reward 3597 amount 1 fixed_reward=false. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3165,Bloodrush,generic_table_driven,not_retail_complete,current_quest,reputation,quest_reward_reputation_map.csv,269,954,Bloodrush,Bloodrush,8,609,The Deradune Watch,The Deradune Watch,,,,376,true,7,datamapping_jabbithole_reputation_reward_matched_pending_amount_smoke,Tools/DataMapping/output/quest_reward_reputation_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/Faction2.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_reputation_map.csv source_reward_id 269 maps Quest2 3165 reputation reward from Jabbithole reputation 8 (The Deradune Watch) to Faction2 609 (The Deradune Watch) amount 376 fixed_reward=true. Retail completion needs fixed/choice semantics, runtime grant and persistence, reward UI presentation, and client quest smoke."
3166,Maintaining One's Honor,generic_table_driven,not_retail_complete,current_quest,currency,quest_reward_currency_map.csv,39,342,Maintaining One's Honor,Maintaining One's Honor,1,1,Cash,,,,,553,true,8,datamapping_jabbithole_cash_reward_inline_pending_amount_smoke,Tools/DataMapping/output/quest_reward_currency_map.csv;Tools/DataMapping/map_wildstar_data.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/Quest2Reward.tbl.sql;wildstar_client_mysql/CurrencyType.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"quest_reward_currency_map.csv source_reward_id 39 maps Quest2 3166 currency reward from Jabbithole currency 1 (Cash) to CurrencyType 1 amount 553 fixed_reward=true as an inline credits reward. Retail completion needs cash amount/formula reconciliation, runtime credit grant and persistence, reward UI presentation, and client quest smoke."
