quest_id,quest_title,quest_bucket,quest_completion_status,quest_link_status,jabbithole_quest_objective_id,jabbithole_quest_id,jabbithole_quest_name,client_quest_name,objective_order,quest_objective_id,match_status,jabbithole_objective_text,client_objective_text,objective_type,objective_data,objective_count,quest_direction_id,world_location_0,world_location_1,world_location_2,world_location_3,last_seen_in,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,6887,950,Cornered Prey,Cornered Prey,3,4307,matched,Plant an Explosive Charge in the cockpit of the Exile Ship,Plant an Explosive Charge in the cockpit of the Exile Ship,12,10343,1,0,7182,0,0,0,6,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 6887 for Quest2 3160 objective order 3 with source text 'Plant an Explosive Charge in the cockpit of the Exile Ship' maps to current QuestObjective 4307 type 12 data 10343 count 1 and client text 'Plant an Explosive Charge in the cockpit of the Exile Ship'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,6888,950,Cornered Prey,Cornered Prey,4,4115,matched,Detonate the charges from a safe distance away from the blast area,Detonate the charges from a safe distance away from the blast area in Jagged Rock Cove,5,0,1,0,41108,0,0,0,6,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 6888 for Quest2 3160 objective order 4 with source text 'Detonate the charges from a safe distance away from the blast area' maps to current QuestObjective 4115 type 5 data 0 count 1 and client text 'Detonate the charges from a safe distance away from the blast area in Jagged Rock Cove'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3160,Cornered Prey,generic_table_driven,not_retail_complete,current_quest,6889,950,Cornered Prey,Cornered Prey,5,4312,matched,Detonation Delay,Detonation Delay,5,0,1,0,0,0,0,0,6,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 6889 for Quest2 3160 objective order 5 with source text 'Detonation Delay' maps to current QuestObjective 4312 type 5 data 0 count 1 and client text 'Detonation Delay'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3162,Communications Blackout,generic_table_driven,not_retail_complete,current_quest,1467,952,Communications Blackout,Communications Blackout,0,4118,matched,Sabotage the Exile Communications Relay at Jagged Rock Cove,Sabotage the $(creature=9879) at Jagged Rock Cove,12,9879,1,0,6987,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 1467 for Quest2 3162 objective order 0 with source text 'Sabotage the Exile Communications Relay at Jagged Rock Cove' maps to current QuestObjective 4118 type 12 data 9879 count 1 and client text 'Sabotage the $(creature=9879) at Jagged Rock Cove'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3163,A Captive Audience,generic_table_driven,not_retail_complete,current_quest,1468,953,A Captive Audience,A Captive Audience,0,4120,matched,Return to Bloodfire Village to witness Clanlord Makaza's judgment,Return to Bloodfire Village to witness $p(creature=9612) judgment,22,1001,1,0,7015,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 1468 for Quest2 3163 objective order 0 with source text 'Return to Bloodfire Village to witness Clanlord Makaza's judgment' maps to current QuestObjective 4120 type 22 data 1001 count 1 and client text 'Return to Bloodfire Village to witness $p(creature=9612) judgment'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3163,A Captive Audience,generic_table_driven,not_retail_complete,current_quest,1469,953,A Captive Audience,A Captive Audience,1,4202,matched,Listen to Clanlord Makaza in Bloodfire Village,Listen to $(creature=9612) in Bloodfire Village,5,0,1,0,7015,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 1469 for Quest2 3163 objective order 1 with source text 'Listen to Clanlord Makaza in Bloodfire Village' maps to current QuestObjective 4202 type 5 data 0 count 1 and client text 'Listen to $(creature=9612) in Bloodfire Village'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3165,Bloodrush,generic_table_driven,not_retail_complete,current_quest,1470,954,Bloodrush,Bloodrush,0,4137,matched,Travel to Bloodfire Savannah,Travel to Bloodfire Savannah,17,495,1,0,6905,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 1470 for Quest2 3165 objective order 0 with source text 'Travel to Bloodfire Savannah' maps to current QuestObjective 4137 type 17 data 495 count 1 and client text 'Travel to Bloodfire Savannah'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3165,Bloodrush,generic_table_driven,not_retail_complete,current_quest,1471,954,Bloodrush,Bloodrush,1,4138,matched,Slay Whitepaw Pumera and Gnarlfoot Razortail in Bloodfire Savannah,Slay Whitepaw Pumera and Gnarlfoot Razortail in Bloodfire Savannah,8,871,4,0,6905,6970,40968,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 1471 for Quest2 3165 objective order 1 with source text 'Slay Whitepaw Pumera and Gnarlfoot Razortail in Bloodfire Savannah' maps to current QuestObjective 4138 type 8 data 871 count 4 and client text 'Slay Whitepaw Pumera and Gnarlfoot Razortail in Bloodfire Savannah'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3166,Maintaining One's Honor,generic_table_driven,not_retail_complete,current_quest,569,342,Maintaining One's Honor,Maintaining One's Honor,0,4122,matched,Free Firewalker Jarrok from the Mercenary Prison Cage inside Jagged Rock Mine,Free $(creature=9799) from the $(creature=9885) inside Jagged Rock Mine,12,9885,1,39,0,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 569 for Quest2 3166 objective order 0 with source text 'Free Firewalker Jarrok from the Mercenary Prison Cage inside Jagged Rock Mine' maps to current QuestObjective 4122 type 12 data 9885 count 1 and client text 'Free $(creature=9799) from the $(creature=9885) inside Jagged Rock Mine'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3166,Maintaining One's Honor,generic_table_driven,not_retail_complete,current_quest,570,342,Maintaining One's Honor,Maintaining One's Honor,1,7882,matched,"Slay Firewalker Jarrok, collect Claws of the Firewalker, and return them to Elder Torvak","Slay $(creature=9799), collect $(vitem=112), and return them to $(creature=9881)",2,9799,1,40,0,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 570 for Quest2 3166 objective order 1 with source text 'Slay Firewalker Jarrok, collect Claws of the Firewalker, and return them to Elder Torvak' maps to current QuestObjective 7882 type 2 data 9799 count 1 and client text 'Slay $(creature=9799), collect $(vitem=112), and return them to $(creature=9881)'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3167,Scent of Blood,generic_table_driven,not_retail_complete,current_quest,6766,956,Scent of Blood,Scent of Blood,0,4143,matched,Investigate the recently attacked Poacher Camp in Bloodfire Savannah,Investigate the recently attacked Poacher Camp in Bloodfire Savannah,23,7687,1,0,6906,0,0,0,6,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 6766 for Quest2 3167 objective order 0 with source text 'Investigate the recently attacked Poacher Camp in Bloodfire Savannah' maps to current QuestObjective 4143 type 23 data 7687 count 1 and client text 'Investigate the recently attacked Poacher Camp in Bloodfire Savannah'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3167,Scent of Blood,generic_table_driven,not_retail_complete,current_quest,6767,956,Scent of Blood,Scent of Blood,1,4145,matched,Follow the Scent Trail from the poacher camp to the pumera's den in Bloodfire Savannah,Follow the Scent Trail from the poacher camp to the pumera's den in Bloodfire Savannah,12,10571,1,0,7326,0,0,0,6,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 6767 for Quest2 3167 objective order 1 with source text 'Follow the Scent Trail from the poacher camp to the pumera's den in Bloodfire Savannah' maps to current QuestObjective 4145 type 12 data 10571 count 1 and client text 'Follow the Scent Trail from the poacher camp to the pumera's den in Bloodfire Savannah'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3167,Scent of Blood,generic_table_driven,not_retail_complete,current_quest,6768,956,Scent of Blood,Scent of Blood,2,9033,matched,Follow the Scent Trail from the Oxian Corpse to the pumera's den in Bloodfire Savannah,Follow the Scent Trail from the Oxian Corpse to the pumera's den in Bloodfire Savannah,12,10573,1,0,7327,0,0,0,6,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 6768 for Quest2 3167 objective order 2 with source text 'Follow the Scent Trail from the Oxian Corpse to the pumera's den in Bloodfire Savannah' maps to current QuestObjective 9033 type 12 data 10573 count 1 and client text 'Follow the Scent Trail from the Oxian Corpse to the pumera's den in Bloodfire Savannah'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3167,Scent of Blood,generic_table_driven,not_retail_complete,current_quest,6769,956,Scent of Blood,Scent of Blood,3,18864,matched,Follow the Scent Trail from the Pumera Corpses to the pumera's den in Bloodfire Savannah,Follow the Scent Trail from the Pumera Corpses to the pumera's den in Bloodfire Savannah,22,855,1,0,6907,0,0,0,6,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 6769 for Quest2 3167 objective order 3 with source text 'Follow the Scent Trail from the Pumera Corpses to the pumera's den in Bloodfire Savannah' maps to current QuestObjective 18864 type 22 data 855 count 1 and client text 'Follow the Scent Trail from the Pumera Corpses to the pumera's den in Bloodfire Savannah'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3167,Scent of Blood,generic_table_driven,not_retail_complete,current_quest,6770,956,Scent of Blood,Scent of Blood,4,4146,matched,Kill the pumera called Kivuli in Bloodfire Savannah,Kill the pumera called Kivuli in Bloodfire Savannah,2,9751,1,0,6907,0,0,0,6,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 6770 for Quest2 3167 objective order 4 with source text 'Kill the pumera called Kivuli in Bloodfire Savannah' maps to current QuestObjective 4146 type 2 data 9751 count 1 and client text 'Kill the pumera called Kivuli in Bloodfire Savannah'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3167,Scent of Blood,generic_table_driven,not_retail_complete,current_quest,6771,956,Scent of Blood,Scent of Blood,5,4147,matched,Kill the pumera called Kifo in Bloodfire Savannah,Kill the pumera called Kifo in Bloodfire Savannah,2,9752,1,0,6907,0,0,0,6,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 6771 for Quest2 3167 objective order 5 with source text 'Kill the pumera called Kifo in Bloodfire Savannah' maps to current QuestObjective 4147 type 2 data 9752 count 1 and client text 'Kill the pumera called Kifo in Bloodfire Savannah'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3170,Blood for Blood,generic_table_driven,not_retail_complete,current_quest,1484,962,Blood for Blood,Blood for Blood,0,4324,matched,Meet Huntress Kezzia at Zonaga's Lair in Bloodfire Savannah,Meet $(creature=10334) at Zonaga's Lair in Bloodfire Savannah,3,10334,1,0,7267,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 1484 for Quest2 3170 objective order 0 with source text 'Meet Huntress Kezzia at Zonaga's Lair in Bloodfire Savannah' maps to current QuestObjective 4324 type 3 data 10334 count 1 and client text 'Meet $(creature=10334) at Zonaga's Lair in Bloodfire Savannah'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3170,Blood for Blood,generic_table_driven,not_retail_complete,current_quest,1485,962,Blood for Blood,Blood for Blood,1,15996,matched,Slay Zonaga in Zonaga's Lair and retrieve its head,Slay $(creature=9635) in Zonaga's Lair and retrieve its head,5,0,1,0,6910,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 1485 for Quest2 3170 objective order 1 with source text 'Slay Zonaga in Zonaga's Lair and retrieve its head' maps to current QuestObjective 15996 type 5 data 0 count 1 and client text 'Slay $(creature=9635) in Zonaga's Lair and retrieve its head'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
3170,Blood for Blood,generic_table_driven,not_retail_complete,current_quest,1486,962,Blood for Blood,Blood for Blood,2,4326,matched,Place Zonaga's Head on the Bloodfeast Altar in Bloodfire Village,Place $(creature=10441) on the Bloodfeast Altar in Bloodfire Village,12,10446,1,0,7273,0,0,0,3,datamapping_jabbithole_objective_matched_pending_text_order_smoke,Tools/DataMapping/output/quest_objective_map.csv;Tools/DataMapping/map_wildstar_data.py;jabbithole_mysql/quest_objectives.sql;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Quest,pending,not_retail_complete,"Jabbithole objective 1486 for Quest2 3170 objective order 2 with source text 'Place Zonaga's Head on the Bloodfeast Altar in Bloodfire Village' maps to current QuestObjective 4326 type 12 data 10446 count 1 and client text 'Place $(creature=10441) on the Bloodfeast Altar in Bloodfire Village'. Retail completion needs text/order reconciliation against the current client row, runtime trigger behavior, objective-credit ownership, and client quest smoke."
