quest_id,quest_name,quest_bucket,quest_completion_status,objective_id,objective_slot,objective_type,objective_name,dependency_type,loot_group_id,entity_id,item_type,static_id,probability,min_count,max_count,condition_type,condition_id,comment,evidence_status,completion_status,evidence_sources,manual_validation,blocker_summary
4796,Turn Their Guns,generic_table_driven,not_retail_complete,6700,0,32,"Collect the $(vitem=340) from $(creature=17919) in the <text Link=""Location:27457"">Crimson Base of Operations</text>",entity_loot,1200000003,17919,,,,,,8,6700,LaughingWS quest loot: QuestObjective 6700 loot for Chief Cannoneer Nox,runtime_virtual_collect_entity_loot_binding_pending_source_drop_client_smoke,not_retail_complete,Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Tools/DataMapping/extract_laughingws_quest_loot.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Loot/GlobalLootManager.cs;Source/NexusForever.Game/Loot/LootInstanceItem.cs;Source/NexusForever.Game.Tests/Loot/LootInstanceDeliveryTests.cs,pending,"Reviewed entity_loot binding entity 17919 -> loot_group 1200000003 (LaughingWS quest loot: QuestObjective 6700 loot for Chief Cannoneer Nox) is gated by VirtualCollect QuestObjective 6700 conditionType 8 condition 6700 for virtual item 340. The matching VirtualItem delivery path is runtime-tested, but retail completion still needs source entity spawn, drop generation trigger, encounter/objective timing, duplicate/negative cases, and client loot smoke together."
4606,To Pell and Back,generic_table_driven,not_retail_complete,6313,0,32,"Locate Koryn Surne's Datachron somewhere within <text Link=""Location:27377"">Thundercall Village</text>",loot_group,1200000004,,,,100,1,1,8,6313,LaughingWS quest loot: Item for QuestObjective 6313,runtime_virtual_collect_loot_group_delivery_path_tested_pending_source_drop_client_smoke,not_retail_complete,Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Tools/DataMapping/extract_laughingws_quest_loot.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Loot/GlobalLootManager.cs;Source/NexusForever.Game/Loot/LootInstanceItem.cs;Source/NexusForever.Game.Tests/Loot/LootInstanceDeliveryTests.cs,pending,"Reviewed LaughingWS loot_group 1200000004 (LaughingWS quest loot: Item for QuestObjective 6313) is bound to VirtualCollect QuestObjective 6313 for virtual item 335 conditionType 8 condition 6313 probability 100 count 1-1. Generic runtime virtual-item loot delivery updates QuestObjectiveType.VirtualCollect and is covered by LootInstanceDeliveryTests.cs; retail completion still needs proof that this source/drop trigger is produced by the source entity, plus drop cadence, inventory cleanup, and client-visible loot UI smoke."
4606,To Pell and Back,generic_table_driven,not_retail_complete,6313,0,32,"Locate Koryn Surne's Datachron somewhere within <text Link=""Location:27377"">Thundercall Village</text>",loot_item,1200000004,,6,335,100,1,1,8,6313,LaughingWS quest loot: VirtualItem Koryn Surne's Datachron (335) for Quest Objective 6313,runtime_virtual_item_loot_delivery_tested_pending_source_drop_client_smoke,not_retail_complete,Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Tools/DataMapping/extract_laughingws_quest_loot.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Loot/GlobalLootManager.cs;Source/NexusForever.Game/Loot/LootInstanceItem.cs;Source/NexusForever.Game.Tests/Loot/LootInstanceDeliveryTests.cs,pending,"Reviewed quest-loot item for loot_group 1200000004 item type 6 staticId 335 (LaughingWS quest loot: VirtualItem Koryn Surne's Datachron (335) for Quest Objective 6313) probability 100 count 1-1 matches VirtualCollect QuestObjective 6313 data 335. Runtime virtual-item loot delivery updates QuestObjectiveType.VirtualCollect in LootInstanceItem.cs and is test-pinned by LootInstanceDeliveryTests.cs. Retail completion still needs objective-specific source/drop trigger proof, drop chance/count behavior, inventory cleanup/persistence, and client-visible loot validation."
4606,To Pell and Back,generic_table_driven,not_retail_complete,6313,0,32,"Locate Koryn Surne's Datachron somewhere within <text Link=""Location:27377"">Thundercall Village</text>",entity_loot,1200000004,21744,,,,,,8,6313,LaughingWS quest loot: QuestObjective 6313 loot for Koryn Surne's Datachron,runtime_virtual_collect_entity_loot_binding_pending_source_drop_client_smoke,not_retail_complete,Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Tools/DataMapping/extract_laughingws_quest_loot.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Loot/GlobalLootManager.cs;Source/NexusForever.Game/Loot/LootInstanceItem.cs;Source/NexusForever.Game.Tests/Loot/LootInstanceDeliveryTests.cs,pending,"Reviewed entity_loot binding entity 21744 -> loot_group 1200000004 (LaughingWS quest loot: QuestObjective 6313 loot for Koryn Surne's Datachron) is gated by VirtualCollect QuestObjective 6313 conditionType 8 condition 6313 for virtual item 335. The matching VirtualItem delivery path is runtime-tested, but retail completion still needs source entity spawn, drop generation trigger, encounter/objective timing, duplicate/negative cases, and client loot smoke together."
10423,The Flow of Power,generic_table_driven,not_retail_complete,21278,4,32,"Collect $(vitem=1219) from $m(creature=72268) at the <text Link=""Location:50982"">Monolith of the Soulstealer</text>",loot_group,1200000005,,,,100,1,1,8,21278,LaughingWS quest loot: Item for QuestObjective 21278,runtime_virtual_collect_loot_group_delivery_path_tested_pending_source_drop_client_smoke,not_retail_complete,Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Tools/DataMapping/extract_laughingws_quest_loot.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Loot/GlobalLootManager.cs;Source/NexusForever.Game/Loot/LootInstanceItem.cs;Source/NexusForever.Game.Tests/Loot/LootInstanceDeliveryTests.cs,pending,"Reviewed LaughingWS loot_group 1200000005 (LaughingWS quest loot: Item for QuestObjective 21278) is bound to VirtualCollect QuestObjective 21278 for virtual item 1221 conditionType 8 condition 21278 probability 100 count 1-1. Generic runtime virtual-item loot delivery updates QuestObjectiveType.VirtualCollect and is covered by LootInstanceDeliveryTests.cs; retail completion still needs proof that this source/drop trigger is produced by the source entity, plus drop cadence, inventory cleanup, and client-visible loot UI smoke."
10423,The Flow of Power,generic_table_driven,not_retail_complete,21278,4,32,"Collect $(vitem=1219) from $m(creature=72268) at the <text Link=""Location:50982"">Monolith of the Soulstealer</text>",loot_item,1200000005,,6,1221,100,1,1,8,21278,LaughingWS quest loot: VirtualItem Conduit Core (1221) for Quest Objective 21278,runtime_virtual_item_loot_delivery_tested_pending_source_drop_client_smoke,not_retail_complete,Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Tools/DataMapping/extract_laughingws_quest_loot.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Loot/GlobalLootManager.cs;Source/NexusForever.Game/Loot/LootInstanceItem.cs;Source/NexusForever.Game.Tests/Loot/LootInstanceDeliveryTests.cs,pending,"Reviewed quest-loot item for loot_group 1200000005 item type 6 staticId 1221 (LaughingWS quest loot: VirtualItem Conduit Core (1221) for Quest Objective 21278) probability 100 count 1-1 matches VirtualCollect QuestObjective 21278 data 1221. Runtime virtual-item loot delivery updates QuestObjectiveType.VirtualCollect in LootInstanceItem.cs and is test-pinned by LootInstanceDeliveryTests.cs. Retail completion still needs objective-specific source/drop trigger proof, drop chance/count behavior, inventory cleanup/persistence, and client-visible loot validation."
10423,The Flow of Power,generic_table_driven,not_retail_complete,21278,4,32,"Collect $(vitem=1219) from $m(creature=72268) at the <text Link=""Location:50982"">Monolith of the Soulstealer</text>",entity_loot,1200000005,72268,,,,,,8,21278,LaughingWS quest loot: QuestObjective 21278 loot for Sordid Soulsucker,runtime_virtual_collect_entity_loot_binding_pending_source_drop_client_smoke,not_retail_complete,Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Tools/DataMapping/extract_laughingws_quest_loot.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Loot/GlobalLootManager.cs;Source/NexusForever.Game/Loot/LootInstanceItem.cs;Source/NexusForever.Game.Tests/Loot/LootInstanceDeliveryTests.cs,pending,"Reviewed entity_loot binding entity 72268 -> loot_group 1200000005 (LaughingWS quest loot: QuestObjective 21278 loot for Sordid Soulsucker) is gated by VirtualCollect QuestObjective 21278 conditionType 8 condition 21278 for virtual item 1221. The matching VirtualItem delivery path is runtime-tested, but retail completion still needs source entity spawn, drop generation trigger, encounter/objective timing, duplicate/negative cases, and client loot smoke together."
7143,"Rocks Fall, Everyone Dies",generic_table_driven,not_retail_complete,13184,0,32,"Recover $(vitem=314) from beneath $m(creature=34714) in <text Link=""Location:27056"">Farshade Vale</text>",loot_group,1200000006,,,,100,1,1,8,13184,LaughingWS quest loot: Item for QuestObjective 13184,runtime_virtual_collect_loot_group_delivery_path_tested_pending_source_drop_client_smoke,not_retail_complete,Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Tools/DataMapping/extract_laughingws_quest_loot.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Loot/GlobalLootManager.cs;Source/NexusForever.Game/Loot/LootInstanceItem.cs;Source/NexusForever.Game.Tests/Loot/LootInstanceDeliveryTests.cs,pending,"Reviewed LaughingWS loot_group 1200000006 (LaughingWS quest loot: Item for QuestObjective 13184) is bound to VirtualCollect QuestObjective 13184 for virtual item 314 conditionType 8 condition 13184 probability 100 count 1-1. Generic runtime virtual-item loot delivery updates QuestObjectiveType.VirtualCollect and is covered by LootInstanceDeliveryTests.cs; retail completion still needs proof that this source/drop trigger is produced by the source entity, plus drop cadence, inventory cleanup, and client-visible loot UI smoke."
7143,"Rocks Fall, Everyone Dies",generic_table_driven,not_retail_complete,13184,0,32,"Recover $(vitem=314) from beneath $m(creature=34714) in <text Link=""Location:27056"">Farshade Vale</text>",loot_item,1200000006,,6,314,100,1,1,8,13184,LaughingWS quest loot: VirtualItem Dead Lopp{p:Dead Lopp} (314) for Quest Objective 13184,runtime_virtual_item_loot_delivery_tested_pending_source_drop_client_smoke,not_retail_complete,Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Tools/DataMapping/extract_laughingws_quest_loot.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Loot/GlobalLootManager.cs;Source/NexusForever.Game/Loot/LootInstanceItem.cs;Source/NexusForever.Game.Tests/Loot/LootInstanceDeliveryTests.cs,pending,"Reviewed quest-loot item for loot_group 1200000006 item type 6 staticId 314 (LaughingWS quest loot: VirtualItem Dead Lopp{p:Dead Lopp} (314) for Quest Objective 13184) probability 100 count 1-1 matches VirtualCollect QuestObjective 13184 data 314. Runtime virtual-item loot delivery updates QuestObjectiveType.VirtualCollect in LootInstanceItem.cs and is test-pinned by LootInstanceDeliveryTests.cs. Retail completion still needs objective-specific source/drop trigger proof, drop chance/count behavior, inventory cleanup/persistence, and client-visible loot validation."
7143,"Rocks Fall, Everyone Dies",generic_table_driven,not_retail_complete,13184,0,32,"Recover $(vitem=314) from beneath $m(creature=34714) in <text Link=""Location:27056"">Farshade Vale</text>",entity_loot,1200000006,34714,,,,,,8,13184,LaughingWS quest loot: QuestObjective 13184 loot for Sandstone,runtime_virtual_collect_entity_loot_binding_pending_source_drop_client_smoke,not_retail_complete,Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Tools/DataMapping/extract_laughingws_quest_loot.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Loot/GlobalLootManager.cs;Source/NexusForever.Game/Loot/LootInstanceItem.cs;Source/NexusForever.Game.Tests/Loot/LootInstanceDeliveryTests.cs,pending,"Reviewed entity_loot binding entity 34714 -> loot_group 1200000006 (LaughingWS quest loot: QuestObjective 13184 loot for Sandstone) is gated by VirtualCollect QuestObjective 13184 conditionType 8 condition 13184 for virtual item 314. The matching VirtualItem delivery path is runtime-tested, but retail completion still needs source entity spawn, drop generation trigger, encounter/objective timing, duplicate/negative cases, and client loot smoke together."
7143,"Rocks Fall, Everyone Dies",generic_table_driven,not_retail_complete,13184,0,32,"Recover $(vitem=314) from beneath $m(creature=34714) in <text Link=""Location:27056"">Farshade Vale</text>",entity_loot,1200000006,35204,,,,,,8,13184,LaughingWS quest loot: QuestObjective 13184 loot for Dead Lopp,runtime_virtual_collect_entity_loot_binding_pending_source_drop_client_smoke,not_retail_complete,Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Tools/DataMapping/extract_laughingws_quest_loot.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Loot/GlobalLootManager.cs;Source/NexusForever.Game/Loot/LootInstanceItem.cs;Source/NexusForever.Game.Tests/Loot/LootInstanceDeliveryTests.cs,pending,"Reviewed entity_loot binding entity 35204 -> loot_group 1200000006 (LaughingWS quest loot: QuestObjective 13184 loot for Dead Lopp) is gated by VirtualCollect QuestObjective 13184 conditionType 8 condition 13184 for virtual item 314. The matching VirtualItem delivery path is runtime-tested, but retail completion still needs source entity spawn, drop generation trigger, encounter/objective timing, duplicate/negative cases, and client loot smoke together."
7143,"Rocks Fall, Everyone Dies",generic_table_driven,not_retail_complete,13184,0,32,"Recover $(vitem=314) from beneath $m(creature=34714) in <text Link=""Location:27056"">Farshade Vale</text>",entity_loot,1200000006,35205,,,,,,8,13184,LaughingWS quest loot: QuestObjective 13184 loot for Dead Lopp,runtime_virtual_collect_entity_loot_binding_pending_source_drop_client_smoke,not_retail_complete,Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Tools/DataMapping/extract_laughingws_quest_loot.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Loot/GlobalLootManager.cs;Source/NexusForever.Game/Loot/LootInstanceItem.cs;Source/NexusForever.Game.Tests/Loot/LootInstanceDeliveryTests.cs,pending,"Reviewed entity_loot binding entity 35205 -> loot_group 1200000006 (LaughingWS quest loot: QuestObjective 13184 loot for Dead Lopp) is gated by VirtualCollect QuestObjective 13184 conditionType 8 condition 13184 for virtual item 314. The matching VirtualItem delivery path is runtime-tested, but retail completion still needs source entity spawn, drop generation trigger, encounter/objective timing, duplicate/negative cases, and client loot smoke together."
7185,"Sweet, Sweet Cactus Apples",generic_table_driven,not_retail_complete,13172,0,32,"Collect $m(vitem=308) by bashing open every Fruitful Cactus you can in <text Link=""Location:27071"">Rattlebone Sands</text> and <text Link=""Location:27200"">Gravestone Valley.</text>",loot_group,1200000007,,,,100,1,1,8,13172,LaughingWS quest loot: Item for QuestObjective 13172,runtime_virtual_collect_loot_group_delivery_path_tested_pending_source_drop_client_smoke,not_retail_complete,Tools/DataMapping/sql/laughingws_quest_loot_seed.sql;Tools/DataMapping/extract_laughingws_quest_loot.py;wildstar_client_mysql/Quest2.tbl.sql;wildstar_client_mysql/QuestObjective.tbl.sql;Source/NexusForever.Game/Loot/GlobalLootManager.cs;Source/NexusForever.Game/Loot/LootInstanceItem.cs;Source/NexusForever.Game.Tests/Loot/LootInstanceDeliveryTests.cs,pending,"Reviewed LaughingWS loot_group 1200000007 (LaughingWS quest loot: Item for QuestObjective 13172) is bound to VirtualCollect QuestObjective 13172 for virtual item 308 conditionType 8 condition 13172 probability 100 count 1-1. Generic runtime virtual-item loot delivery updates QuestObjectiveType.VirtualCollect and is covered by LootInstanceDeliveryTests.cs; retail completion still needs proof that this source/drop trigger is produced by the source entity, plus drop cadence, inventory cleanup, and client-visible loot UI smoke."
