# NexusForever function label map.
# Format: program,address,name,comment
# Comment lines are ignored by ApplyNexusForeverLabels.java.
# Add rows only when the function name is at least Mapped on the Evidence Ladder.
# Re-export after edits and confirm the label appears in functions.csv and selected_decompiled.c.
# program,address,name,comment
WildStar64.exe,14007dd40,ServerPtrCharacterCopyQueued_WritePayloadCluster,Compound bitfield serializer registered in Network_RegisterServerOpcode_0351 for server opcode 0x06EA; calls ClientCompoundTradeskillUInt32_WriteCluster 14007dc80 at object+0x238 — not Client0x0550 send path.
WildStar64.exe,14076b770,MatchingUi_BuildRoleSelectionTable,Matching UI vtable stub; builds Lua role-selection table via FUN_1400578c0/FUN_1400579e0 from match-type context — no Network_SendOpcodePayloadHelper.
WildStar64.exe,14076b940,MatchingUi_BuildGameTypeSelectionTable,Matching UI vtable stub; iterates MatchingGameType entries via FUN_140214e00 map lookup and FUN_1400578c0 table builder — no packet send.
WildStar64.exe,14007d4a0,ClientCraftingCraftItemAutoCraft_WritePayload,Serialises world opcode 0x0852 payload as four 32-bit fields: context token, crafting station unit id, TradeskillSchematic2 id, and schematic count.
WildStar64.exe,14007d830,ActivateUnitFamily_Advance64Bits,Advances 64 payload bits for the shared opcode 0x0097 and 0x0098 activate-unit-family payload.
WildStar64.exe,14007d840,ClientP2PTradingUInt64_WritePayload,Serialises one raw 64-bit field; used by world opcodes 0x018D ClientP2PTradingAddItem, 0x0194 ClientP2PTradingRemoveItem, 0x0197 ClientP2PTradingSetMoney, 0x0549 ClientICCommChannelNotJoined, and 0x0839 ClientAccountItemTake.
WildStar64.exe,14007e4b0,ClientFriendshipSetAutoResponseMessage_WritePayload,Serialises world opcode 0x03B7 ClientFriendshipSetAutoResponseMessage as away and busy wide strings.
WildStar64.exe,14007e610,ClientBool_WritePayload,Serialises a nonzero 32-bit value as one payload bit; used by world opcodes 0x00B8 ClientFriendshipBlock, 0x0170 ClientSetIgnoreDuelRequests, 0x0173 ClientPvpToggleFlags, 0x039E ClientFriendshipIgnoreStrangersState, 0x05C8 ClientMatchingGameReadyResponse, and 0x0624 ClientMatchingMatchCastVoteSurrender inside registered 4-byte objects.
WildStar64.exe,14007e6d0,ClientRealmTransfer_WritePayload,Serialises world opcode 0x0142 ClientRealmTransfer as one uint64 field one 14-bit field and one trailing bit in that order; paired reader stub LAB_14007e6c0 is also reused by opcodes 0x0538 0x053C and 0x0617 but those opcodes use writer ClientRealmScopedIdAndBit_WritePayload 140099030 with Identity-first field order and a larger registered size so 0x0142 remains a distinct wire layout.
WildStar64.exe,14007ec70,ActivateUnitFamily_WriteTokenAndTargetFieldPair,Serialises two raw 32-bit fields; used by world opcode 0x012B ClientOptions as option type/value, opcode 0x0857 ClientTradeskillLearn, and opcode 0x0097/0x0098 activate-unit-family payloads.
WildStar64.exe,14007ff70,ClientUnresolvedDiagnosticPacket07B6Row_WritePayload,Serialises one opcode 0x07B6 row as a 4-bit field one trailing bit one byte and one wide string.
WildStar64.exe,140080220,ClientUnresolvedDiagnosticPacket07B6_WritePayload,Serialises world opcode 0x07B6 payload as four uint32 fields one uint32 row count and that many 0x18-byte rows via 14007ff70; native sender Client0x07B6_SendFromModuleList @ 1403f42e0 mirrors the Lua GetAddons module walk; packet semantics remain unresolved.
WildStar64.exe,1403f42e0,Client0x07B6_SendFromModuleList,Walks loaded module list at DAT_140c65898+0x7340 skipping OptionsScreen FrontEndScreen and ExternalTool and sends opcode 0x07B6 with counted 0x18-byte rows built via ClientUnresolvedDiagnosticPacket07B6Row_WritePayload; network mirror of Lua_GetAddons module enumeration at 140043370.
WildStar64.exe,140043370,Lua_GetAddons,CharacterScreenLib GetAddons Lua callback @ 1409fe640 walks the same loaded-module list as Client0x07B6_SendFromModuleList and builds addon tables via 1400430b0.
WildStar64.exe,1400430b0,Lua_GetAddons_AppendModuleRow,Appends one loaded-module row into the GetAddons Lua result table including arLoadConditions lookup.
WildStar64.exe,14013b140,Lua_RegisterAddon,RegisterAddon Lua callback that registers addon modules into the client addon manager.
WildStar64.exe,1400446d0,ClientAddonManager_LoadAddonsXmlFromPath,Loads Addons.xml from a constructed NCSOFT addon path into the addon manager at DAT_140c65898+0x7340.
WildStar64.exe,14063f540,ClientPtrCopy_SendFromLuaDispatch,Sends ClientPtrCopy 0x06E8 with one zero padding byte via Network_SendOpcodePayloadHelper; separate from ClientInitiatePTRCharacterCopy 0x06E7.
WildStar64.exe,140707d80,ClientPtrCopy_SendFromLuaDispatch2,Sends ClientPtrCopy 0x06E8 with one zero padding byte from a second Lua dispatch path with rate-limit globals.
WildStar64.exe,140020ea0,ServerPtrCharacterCopyQueued_DispatchLuaEvent,Client-side server-packet consumer for opcode 0x06EA that fires Lua event PTRCharacterCopyQueued @ 1409ed738.
WildStar64.exe,140085420,Marketplace_RequestCommodityInfo_WritePayload,Serialises world opcode 0x03E6 ClientRequestCommodityInfo as one 18-bit Item2 id inside a registered 4-byte object.
WildStar64.exe,1400875e0,ClientICCommMessage_WritePayload,Serialises world opcode 0x054B ClientICCommMessage as 64-bit channel id, 32-bit message id, ASCII message text, and wide recipient name; TraceFunctionCallers (iccomm_1400875e0_callers) shows registration-only refs — gameplay sender blocked pending indirect dispatch trace.
WildStar64.exe,1400877a0,ClientICCommChannelJoin_WritePayload,Serialises world opcode 0x0546 ClientICCommChannelJoin as 3-bit channel type, 64-bit guild id, and wide channel name; TraceFunctionCallers (iccomm_join_1400877a0) shows registration-only refs.
WildStar64.exe,140087750,ClientICCommChannelJoin_ReadPayload,Reads ClientICCommChannelJoin payload registered beside writer 1400877a0 for opcode 0x0546.
WildStar64.exe,140087550,ClientICCommMessage_ReadPayload,Reads ClientICCommMessage payload registered beside writer 1400875e0 for opcode 0x054B.
WildStar64.exe,1406a4a00,Lua_ICComm_RegisterCallbackFromBinding,ICComm Lua binding helper that forwards into Lua_ICComm_CallbackHub 1406a4280 when registering received-message callbacks.
WildStar64.exe,1406a4c10,Lua_ICComm_RegisterCallbackFromBinding2,ICComm Lua binding helper that forwards into Lua_ICComm_CallbackHub 1406a4280 (parallel slot to 1406a4a00).
WildStar64.exe,140088270,ClientCommitAmpSpec_AdvancePayload,Advances world opcode 0x01A2 ClientCommitAmpSpec as a 7-bit count plus count 16-bit AMP ids.
WildStar64.exe,140088290,ClientCommitAmpSpec_WritePayload,Serialises world opcode 0x01A2 ClientCommitAmpSpec as a 7-bit count followed by count 16-bit AMP ids.
WildStar64.exe,140088e60,Marketplace_AuctionSellOrderSubmit_WritePayload,Serialises world opcode 0x06DC ClientAuctionSellOrderSubmit as 64-bit item guid, 64-bit minimum bid, and 64-bit buyout price.
WildStar64.exe,1400946c0,SpellDamageDescription_ReadPayload,Parses spell damage details used by ServerSpellGo target effect info and ServerSpellEffectDamage: seven 32-bit damage fields, killed bit, 4-bit combat result, 3-bit damage type, and trailing structure list.
WildStar64.exe,1400953f0,ServerSpellGo_ReadPayload,Parses server opcode 0x07F4 as server unique id, ignore-cooldown bit, primary destination, TargetInfo list, initial positions, telegraph positions, missile list, and phase.
WildStar64.exe,140095810,ServerSpellEffectNestedTargets_ReadPayload,Parses server opcode 0x07F8 as server unique id, 19-bit Spell4Effect id, target id, and a counted list of SpellDamageDescription rows via SpellDamageDescription_ReadPayload @ 1400946c0.
WildStar64.exe,140095910,ServerSpellEffectDamage_ReadPayload,Parses server opcode 0x07F6 as server unique id, 19-bit Spell4Effect id, unit id, target id, and SpellDamageDescription.
WildStar64.exe,1400959c0,ServerEntityCreateAuxBitPackedRow_ReadPayload,Parses server opcode 0x0263 as two uint32 fields, three 17-bit values, one uint32 field, and a trailing three-uint32 tuple; semantics unresolved.
WildStar64.exe,140095a80,ServerEntityCreateAuxBitPackedRowList_ReadPayload,Parses server opcode 0x0261 as a counted list of 0x0263 bit-packed rows; semantics unresolved.
WildStar64.exe,140095b40,ServerEntityCreateAuxScalarList_ReadPayload,Parses server opcode 0x0264 as uint32, 16-bit value, uint32, and a counted uint32 list; semantics unresolved.
WildStar64.exe,140095c20,ServerEntityCreateAuxRow_ReadPayload,Parses server opcode 0x025F as a 16-bit value, uint32, three-uint32 tuple, uint32, three-uint32 tuple, and two trailing uint32 fields; semantics unresolved.
WildStar64.exe,140095ce0,ServerEntityCreateAuxRowList_ReadPayload,Parses server opcode 0x0260 as a counted list of 0x025F entity-create aux rows; allocates count*0x2C bytes and calls ServerEntityCreateAuxRow_ReadPayload per row; semantics unresolved.
WildStar64.exe,1400a8a30,ServerUInt32Triple_ReadPayload,Reads three consecutive uint32 fields from the network bitstream; shared by entity-create aux row readers at +tuple offsets.
WildStar64.exe,1405cef50,QueuedStateReplay_EnqueueUnitCreatedRecord,QueuedStateReplay_DispatchRecord case 0x12: allocates a replay node and chains FUN_1405caf20 before UnitCreated-linked apply helpers; not yet tied to opcodes 0x025F-0x0264.
WildStar64.exe,140097620,ServerEntityStatUInt32UInt5UInt32_ReadPayload,Parses server opcode 0x08F4 as uint32, 5-bit value, and uint32; semantics unresolved.
WildStar64.exe,140097690,ServerEntityStatUInt32UInt5Pair_ReadPayload,Parses server opcode 0x093D as uint32, 5-bit value, uint32, and uint32; semantics unresolved.
WildStar64.exe,140097ee0,ServerEntityStatUInt32UInt14UInt18WideString_ReadPayload,Parses server opcode 0x0939 as uint32, 14-bit value, 18-bit value, and wide string; semantics unresolved.
WildStar64.exe,140097f70,ServerEntityStatTwoUInt32UInt64_ReadPayload,Parses server opcode 0x093E as two uint32 fields and one uint64 field; semantics unresolved.
WildStar64.exe,140098080,ServerEntityThreatListUpdate_ReadPayload,Parses server opcode 0x0909 as source unit id, five threat unit ids, and five threat values.
WildStar64.exe,14009fac0,ServerCombatLog_ReadTypeAndDispatch,Reads server opcode 0x0247 by parsing the 6-bit CombatLogType, validating the supported range, and dispatching through the combat-log subtype handler table with the payload cursor advanced past the type field.
WildStar64.exe,1400980f0,ServerUInt32WideString_ReadPayload,Parses a uint32 followed by a wide string; used by server opcode 0x08CC and other unresolved UI/result packets.
WildStar64.exe,1400982d0,ServerEntityVisualUpdate_ReadPayload,Parses server opcode 0x0905 as unit id, race, sex, Creature2 id, display info, outfit, item color set, a trailing flag, and item-visual rows.
WildStar64.exe,140098460,ServerEntityVisualInfoUpdate_ReadPayload,Parses server opcode 0x08A8 as unit id, 18-bit Creature2 id, 17-bit display info, and two trailing flags.
WildStar64.exe,140089490,ClientFlightPathPurchase_WritePayload,Serialises world opcode 0x00FF payload as a 32-bit route-count followed by that many 32-bit TaxiRoute ids.
WildStar64.exe,140089570,ClientSpellCastWithServiceToken_WritePayload,Serialises world opcode 0x00C2 payload as an 18-bit generated cast-context token plus a 32-bit Spell4 id.
WildStar64.exe,14008b2f0,ClientQuestComplete_WritePayload,Serialises world opcode 0x035D ClientQuestComplete as a 15-bit quest id, 15-bit reward-selection value, and 1-bit communicator flag.
WildStar64.exe,140093360,ClientCastSpell_WritePayload,Serialises world opcode 0x009A payload as a 32-bit generated context token, 16-bit action slot, resolved target entity id, and trailing boolean flag.
WildStar64.exe,140093950,ClientCastSpellPosition_WritePayload,Serialises world opcode 0x009B payload as a 32-bit generated context token, 16-bit action slot, and three raw 32-bit target-position components.
WildStar64.exe,140093d20,ActivateUnit0x0096_Advance168Bits,Advances 168 payload bits for world opcode 0x0096.
WildStar64.exe,140093d30,ActivateUnit0x0096_WritePayload,Serialises world opcode 0x0096 payload as a 32-bit generated context token, two packed 4-bit selectors, a resolved target entity id, and a trailing three-float world-position vector.
WildStar64.exe,140099e70,Marketplace_CommoditySellOrderSubmit_WritePayload,Serialises world opcode 0x06DA ClientCommoditySellOrderSubmit using the 0x38-byte commodity-order payload object: order id, 18-bit Item2 id, quantity, unit/total prices, buy/immediate flags, and list/expiration times.
WildStar64.exe,140099e90,Marketplace_AuctionBuyOrderSubmit_WritePayload,Serialises world opcode 0x055E ClientAuctionBuyOrderSubmit as 18-bit Item2 id, 64-bit auction id, and 64-bit offered amount.
WildStar64.exe,14009a020,Marketplace_CommodityOrderCancel_WritePayload,Serialises world opcode 0x0093 ClientCommodityOrderCancel as 64-bit order id, 18-bit Item2 id, and a 1-bit buy-order flag inside a registered 0x10-byte object.
WildStar64.exe,14009a7d0,Marketplace_AuctionsByFilterRequest_WritePayload,Serialises world opcode 0x07DC ClientAuctionsByFilterRequest with family/category/type selectors, item id array, filter array, reverse-sort flags, 3-bit sort mode, 8-bit property sort field, and page.
WildStar64.exe,1400f06f0,Lua_InsertStringIntPair,Resolves a key string and inserts it with the supplied integer value into the active Lua or named-event table; used by enum registration loops and payload builders.
WildStar64.exe,14009ab70,Marketplace_AuctionCancel_WritePayload,Serialises world opcode 0x0094 ClientAuctionCancel as 64-bit auction id plus 18-bit Item2 id inside a registered 0x10-byte object.
WildStar64.exe,14009b500,ClientFriendshipRemoveByName_WritePayload,Serialises world opcode 0x03C2 ClientFriendshipRemoveByName as name and realm wide strings followed by a 4-bit FriendshipType.
WildStar64.exe,14009b700,ClientFriendshipSetNoteByName_WritePayload,Serialises world opcode 0x03C8 ClientFriendshipSetNoteByName as name, realm, and note wide strings.
WildStar64.exe,1400a1d90,RewardRotation_ScheduleRow_ReadPayload,Reads one 0x14-byte reward-rotation schedule row as 32-bit content id, 14-bit reward/key id, float duration, 8-bit reward type, and trailing 32-bit value.
WildStar64.exe,1400a1e20,ServerRewardRotationScheduleArray_ReadPayload,Reads server opcode 0x07CA as a 32-bit count plus pointer-backed 0x14-byte reward-rotation schedule rows via RewardRotation_ScheduleRow_ReadPayload.
WildStar64.exe,1400a1ee0,RewardRotation_EntryStateRow_ReadPayload,Reads one 0x14-byte reward-rotation entry-state row as a 3-bit leading field, two 32-bit ids, an 8-bit state flag, and a trailing 32-bit value.
WildStar64.exe,1400a2040,RewardRotation_EntryStateDelta_ReadPayload,Null-guard thunk registered as the reader for server delta opcodes 0x07C7/0x07C9/0x07CB; validates param_3 non-null then tail-calls RewardRotation_EntryStateRow_ReadPayload.
WildStar64.exe,1400a37d0,ServerInstanceSettings_ReadPayload,Reads server opcode 0x00F1 as 2-bit WorldDifficulty, 32-bit PrimeLevel, 8-bit instance-setting flags, and 32-bit ClientEntitySendUpdateInterval.
WildStar64.exe,1400a1f80,ServerRewardRotationEntryStateArray_ReadPayload,Reads server opcode 0x07C8 as a 32-bit count plus pointer-backed 0x14-byte reward-rotation entry-state rows via RewardRotation_EntryStateRow_ReadPayload.
WildStar64.exe,14008fcb0,ServerRewardRotationContentContext_ReadPayload,Reads server opcode 0x07CD as a 14-bit reward-rotation index four 32-bit fields a counted 32-bit content-id array and a trailing 1-bit flag inside the registered 0x28-byte payload.
WildStar64.exe,14008fdc0,ServerRewardRotationContentContextArray_ReadPayload,Reads server opcode 0x07D3 as a 32-bit count plus pointer-backed 0x28-byte rows via ServerRewardRotationContentContext_ReadPayload.
WildStar64.exe,140097800,ServerRewardPropertySet_ReadPayload,Reads server opcode 0x092C as an 8-bit count plus pointer-backed 0x20-byte reward-property rows via RewardPropertySetEntry_ReadPayload.
WildStar64.exe,1400acec0,RewardPropertySetEntry_ReadPayload,Reads one reward-property set row: RewardProperty_ReadPayload followed by an 8-bit sub-property count and pointer-backed 0x10-byte sub-property rows.
WildStar64.exe,1400ace10,RewardProperty_ReadPayload,Reads one reward-property modifier row as 6-bit reward property id, 32-bit data, 2-bit modifier value type, and typed value.
WildStar64.exe,1400acd60,SubRewardProperty_ReadPayload,Reads one sub-reward-property modifier row as 4-bit sub-property id, 32-bit data, 2-bit modifier value type, and typed value.
WildStar64.exe,14006c120,NetworkBitReader_ReadUInt64,Reads one 64-bit value from the packet bitstream via NetworkBitReader_ReadBitsAcrossSegments.
WildStar64.exe,14006c1c0,NetworkBitReader_ReadUInt32Fast,Reads one 32-bit value from the packet bitstream into a uint32 destination with fast-path segment handling and NetworkBitReader_ReadBitsAcrossSegments fallback.
WildStar64.exe,1400a4840,ServerItemSwap_ReadPayload,Reads server opcode 0x0568 as two consecutive ItemDragDrop rows of two uint64 fields each inside the registered 0x20-byte object.
WildStar64.exe,1400a48d0,ServerItemSwapAux_ReadPayload,Reads server opcode 0x0567 as one ItemDragDrop row of two uint64 fields inside the registered 0x10-byte object.
WildStar64.exe,1400a3ce0,ServerItemModdableData_ReadPayload,Reads server opcode 0x056B as item guid threshold data random glyph data and random circuit data.
WildStar64.exe,1400a3d50,ServerItemMicrochips_ReadPayload,Reads server opcode 0x056C as item guid maker character id random circuit data 18-bit power-core item id 3-bit count and counted microchip item ids.
WildStar64.exe,1400a3e40,ServerItemGlyphs_ReadPayload,Reads server opcode 0x056D as item guid random glyph data 4-bit count and counted glyph item ids.
WildStar64.exe,14008ff20,ServerVehicleEmbarkAux_ReadPayload,Reads server opcode 0x01B2 as one flag, one 2-bit field, one uint64 field, and two uint32 fields inside the registered 0x10-byte object.
WildStar64.exe,1400a4920,ServerLootItemUpdate_ReadPayload,Parses server opcode 0x08A0 as one LootItem payload: loot id, type, item id, amount, CanLoot, RequiresRoll, OnlyMasterLootable, Explosion, Granted, roll time, random circuit/glyph data, item quality, and master-loot identity rows.
WildStar64.exe,1400a53c0,ClientCraftingRuneSlotAdd_WritePayload,Serialises world opcode 0x0859 payload as a 64-bit item guid, 1-bit non-fusion flag, and 5-bit RuneType.
WildStar64.exe,1400a5550,ClientCraftingRuneSlotClear_WritePayload,Serialises world opcode 0x085A payload as a 64-bit item guid, 32-bit rune slot index, 1-bit recover flag, and 1-bit use-group-currency flag.
WildStar64.exe,1400a5780,ClientCraftingRuneSlotReroll_WritePayload,Serialises world opcode 0x085C payload as a 64-bit item guid, 32-bit rune slot index, and 5-bit RuneType.
WildStar64.exe,1400a5900,ClientCraftingRuneInstall_WritePayload,Serialises world opcode 0x085B payload as a 64-bit item guid, 32-bit rune item count, and count raw 32-bit Item2 ids from the pointer-backed rune array.
WildStar64.exe,1400a5a70,ClientCraftingCraftItem_WritePayload,Serialises world opcode 0x0851 payload as the auto-craft four-field prefix plus an 18-bit trailing catalyst/item id.
WildStar64.exe,1400a5b50,ClientCraftingSimpleCraft_WritePayload,Serialises three raw 32-bit fields; used by world opcode 0x0850 ClientCraftingSimpleCraft and opcode 0x084E ClientTradeskillPickTalent.
WildStar64.exe,1400a5d70,ClientCraftingComplexCraft_WritePayload,Serialises world opcode 0x084F payload as the simple-craft prefix, packed CraftStats, 18-bit power-core item id, AP/SP split delta, and a 3-bit charge-count array.
WildStar64.exe,1400a5f20,ClientCraftingAdditive_WritePayload,Serialises world opcode 0x084A payload as a 32-bit crafting station unit id plus 18-bit additive and catalyst Item2 ids.
WildStar64.exe,1400a6200,ClientUnresolvedDiagnosticPacket00ED_WritePayload,Serialises world opcode 0x00ED payload as one uint64 field one uint32 field one uint64 field and three trailing bits inside the registered unresolved-diagnostic slot; packet semantics remain unresolved.
WildStar64.exe,1400aba70,ClientAccountRealmData_WritePayload,Serialises world opcode 0x003D AccountRealmData row (uint14 + uint32 + wide string + uint64) in the 0x18-byte client slot from ClientWorldOpcodeRegister_MovementSpline @ 1400a8190; same nested layout as ClientRealmListRealmRow; standalone send/consumer still unresolved.
WildStar64.exe,1400abd30,Client0x0760_WritePayload,Serialises world opcode 0x0760 in the registered 0x58-byte client slot from ClientWorldOpcodeRegister_MovementSpline @ 1400a8190; neighbor ServerRealmList 0x0761 registers in the same block; packet semantics remain unresolved.
WildStar64.exe,1400ac410,Client0x0762_WritePayload,Serialises world opcode 0x0762 in the registered 0x10-byte client slot from ClientWorldOpcodeRegister_MovementSpline @ 1400a8190; packet semantics remain unresolved.
WildStar64.exe,1400a69d0,ClientUInt2UInt32_WritePayload,Serialises shared client payload shape 2-bit field plus uint32; used by unresolved 0x0701.
WildStar64.exe,1400ac660,ServerRealmList_ReadPayload,Reads server opcode 0x0761 ServerRealmList in the registered 0x28-byte slot from ClientWorldOpcodeRegister_MovementSpline @ 1400a8190; paired with ServerRealmList_WritePayload @ 1400ac770.
WildStar64.exe,1400ac770,ServerRealmList_WritePayload,Serialises server opcode 0x0761 ServerRealmList as uint64 plus counted 0x58-byte Client0x0760 realm rows and counted 0x10-byte Client0x0762 message rows; registered in ClientWorldOpcodeRegister_MovementSpline @ 1400a8190.
WildStar64.exe,1400898b0,ClientUInt32UInt5_WritePayload,Serialises shared client payload shape uint32 plus 5-bit value; used by 0x068E ClientPetSetStance (gameplay sends @ 140070cc4 and 14050a31d) and opcode 0x0928 (registration batch only @ 1400a8524).
WildStar64.exe,1400a6c10,ServerMapTrackedUnitUpdate_ReadPayload,Parses server opcode 0x0849 as tracked unit id, three 32-bit position components, and a 15-bit TrackingSlot id.
WildStar64.exe,1400a73c0,NetworkBitWriter_Write4BitValue,Writes a 4-bit integer value into the packet bitstream.
WildStar64.exe,1400a74e0,NetworkBitWriter_Write5BitValue,Writes a 5-bit integer value into the packet bitstream.
WildStar64.exe,1400a7540,NetworkBitWriter_WriteBits64,Writes up to 64 bits into the packet bitstream.
WildStar64.exe,14007d790,ServerRealmTransferDestinationsAux_ReadPayload,Reads server opcode 0x03EF as a uint32 value, a uint32 byte count, and that many raw bytes into a pointer-backed buffer inside the registered 0x10-byte object.
WildStar64.exe,1400ea3e0,ClientEvent_DispatchNamedEvent,Generic named client event dispatcher used for UnitEvaded UnitEnteredCombat TargetUnitChanged GenericFloater and many UI or gameplay event names through the scene event sink.
WildStar64.exe,140427d40,Loot_DispatchLootTakenByEvent,Builds the LootTakenBy named event payload with nLootId itemLoot and unitLooter before dispatching it through the scene event sink.
WildStar64.exe,140427fa0,Loot_DispatchChannelUpdateLootEvent,Builds the ChannelUpdate_Loot named event payload for item currency and destroyed-item loot updates before dispatching it through the scene event sink.
WildStar64.exe,1403daf90,Loot_HandleLootNotify,Handles ServerLootNotify by ingesting the full loot row array into the local loot service, storing the parent/source unit on the resolved owner entity, and updating entity loot visuals.
WildStar64.exe,1403db050,Loot_HandleLootGrant,Handles ServerLootGrant by dispatching LootTakenBy for the granted loot id and looter, removing the local loot row, and applying grant/destroy follow-up visuals.
WildStar64.exe,1403db1f0,Loot_HandleLootNotification,Handles ServerLootNotification by ignoring local-looter notifications, resolving the loot row by LootUnitId, and dispatching ChannelUpdate_Loot for remote looter feedback.
